sequence_id	accession	source_database	organism	taxonomy_id	type_label	entry_type	polyprotein_length	sequence_length	boundary_start	boundary_end	extraction_method	boundary_confidence	alignment_ref_coverage	alignment_identity	unknown_fraction	completeness	retain	retain_reason	exclude_reason	retrieval_date
C6ZEZ8|A56|a89_local_alignment_provisional	C6ZEZ8	UniProtKB	rhinovirus A56	185916	A56	UniProtKB unreviewed (TrEMBL)	2158	322	1096	1417	a89_local_alignment_provisional	provisional	1.0000	0.7352	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
E1U266|A102|a89_local_alignment_provisional	E1U266	UniProtKB	rhinovirus A102	2777141	A102	UniProtKB unreviewed (TrEMBL)	2165	321	1104	1424	a89_local_alignment_provisional	provisional	1.0000	0.6572	0.0031	complete_2C	True	traceable_2C_sequence		2026-08-21
F6M9Y3|ambiguous|a89_local_alignment_provisional	F6M9Y3	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2167	321	1106	1426	a89_local_alignment_provisional	provisional	1.0000	0.6604	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G3K3V2|A66|a89_local_alignment_provisional	G3K3V2	UniProtKB	rhinovirus A66	185923	A66	UniProtKB unreviewed (TrEMBL)	2158	322	1096	1417	a89_local_alignment_provisional	provisional	1.0000	0.7227	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
G5DBU5|ambiguous|a89_local_alignment_provisional	G5DBU5	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2055	322	1094	1415	a89_local_alignment_provisional	provisional	1.0000	0.7414	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G5DC75|ambiguous|a89_local_alignment_provisional	G5DC75	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2088	322	1096	1417	a89_local_alignment_provisional	provisional	1.0000	0.5919	0.2081	excluded	False		unknown_fraction_gt_0.05;ambiguous_type_label	2026-08-21
G8IJE2|ambiguous|a89_local_alignment_provisional	G8IJE2	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2146	322	1088	1409	a89_local_alignment_provisional	provisional	1.0000	0.7165	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IJE9|ambiguous|a89_local_alignment_provisional	G8IJE9	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2118	322	1091	1412	a89_local_alignment_provisional	provisional	1.0000	0.7508	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IJF9|ambiguous|a89_local_alignment_provisional	G8IJF9	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2152	322	1091	1412	a89_local_alignment_provisional	provisional	1.0000	0.7508	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IJG0|ambiguous|a89_local_alignment_provisional	G8IJG0	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2106	322	1098	1419	a89_local_alignment_provisional	provisional	1.0000	0.7259	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IQ75|ambiguous|a89_local_alignment_provisional	G8IQ75	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2155	322	1093	1414	a89_local_alignment_provisional	provisional	1.0000	0.7500	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IQ77|ambiguous|a89_local_alignment_provisional	G8IQ77	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2151	322	1092	1413	a89_local_alignment_provisional	provisional	1.0000	0.7196	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IQ78|ambiguous|a89_local_alignment_provisional	G8IQ78	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2099	322	1091	1412	a89_local_alignment_provisional	provisional	1.0000	0.7508	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G9K143|ambiguous|a89_local_alignment_provisional	G9K143	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2153	296	1091	1386	a89_local_alignment_provisional	provisional	0.9190	0.7661	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
H9EHM7|ambiguous|a89_local_alignment_provisional	H9EHM7	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2163	321	1102	1422	a89_local_alignment_provisional	provisional	1.0000	0.6667	0.0000	excluded	False		ambiguous_type_label	2026-08-21
H9X8C9|ambiguous|a89_local_alignment_provisional	H9X8C9	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2148	321	1104	1424	a89_local_alignment_provisional	provisional	1.0000	0.9907	0.0000	excluded	False		ambiguous_type_label	2026-08-21
H9X8D2|ambiguous|a89_local_alignment_provisional	H9X8D2	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2085	322	1093	1414	a89_local_alignment_provisional	provisional	1.0000	0.7352	0.0000	excluded	False		ambiguous_type_label	2026-08-21
I2CMI5|ambiguous|a89_local_alignment_provisional	I2CMI5	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2148	322	1097	1418	a89_local_alignment_provisional	provisional	1.0000	0.7352	0.0000	excluded	False		ambiguous_type_label	2026-08-21
I3UJT0|ambiguous|a89_local_alignment_provisional	I3UJT0	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2101	322	1093	1414	a89_local_alignment_provisional	provisional	1.0000	0.7531	0.0000	excluded	False		ambiguous_type_label	2026-08-21
I3UJT2|ambiguous|a89_local_alignment_provisional	I3UJT2	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2150	322	1091	1412	a89_local_alignment_provisional	provisional	1.0000	0.7508	0.0000	excluded	False		ambiguous_type_label	2026-08-21
Q5XLP5|A39|a89_local_alignment_provisional	Q5XLP5	UniProtKB	rhinovirus A39	185907	A39	UniProtKB unreviewed (TrEMBL)	2157	322	1095	1416	a89_local_alignment_provisional	provisional	1.0000	0.7227	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A0A0F6VY53|A1B|a89_local_alignment_provisional	A0A0F6VY53	UniProtKB	Human rhinovirus 1B	2777147	A1B	UniProtKB unreviewed (TrEMBL)	2157	322	1095	1416	a89_local_alignment_provisional	provisional	1.0000	0.7477	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A0A1L1YP39|A21|a89_local_alignment_provisional	A0A1L1YP39	UniProtKB	rhinovirus A21	44128	A21	UniProtKB unreviewed (TrEMBL)	2157	322	1095	1416	a89_local_alignment_provisional	provisional	1.0000	0.7383	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A0A1L1YP71|ambiguous|a89_local_alignment_provisional	A0A1L1YP71	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2157	322	1095	1416	a89_local_alignment_provisional	provisional	1.0000	0.7383	0.0000	excluded	False		ambiguous_type_label	2026-08-21
A0A1L1YP73|A21|a89_local_alignment_provisional	A0A1L1YP73	UniProtKB	rhinovirus A21	44128	A21	UniProtKB unreviewed (TrEMBL)	2157	322	1095	1416	a89_local_alignment_provisional	provisional	1.0000	0.7383	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A0A1L1YPA8|ambiguous|a89_local_alignment_provisional	A0A1L1YPA8	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2157	322	1095	1416	a89_local_alignment_provisional	provisional	1.0000	0.7383	0.0000	excluded	False		ambiguous_type_label	2026-08-21
A0A1P8DD92|A22|a89_local_alignment_provisional	A0A1P8DD92	UniProtKB	rhinovirus A22	185896	A22	UniProtKB unreviewed (TrEMBL)	2156	322	1094	1415	a89_local_alignment_provisional	provisional	1.0000	0.7601	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A5GZE5|A49|a89_local_alignment_provisional	A5GZE5	UniProtKB	rhinovirus A49	44131	A49	UniProtKB unreviewed (TrEMBL)	2150	322	1088	1409	a89_local_alignment_provisional	provisional	1.0000	0.7040	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A5GZE6|A23|a89_local_alignment_provisional	A5GZE6	UniProtKB	Human rhinovirus 23	12135	A23	UniProtKB unreviewed (TrEMBL)	2149	322	1087	1408	a89_local_alignment_provisional	provisional	1.0000	0.7196	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A5GZE8|A44|a89_local_alignment_provisional	A5GZE8	UniProtKB	rhinovirus A44	185910	A44	UniProtKB unreviewed (TrEMBL)	2154	322	1092	1413	a89_local_alignment_provisional	provisional	1.0000	0.7259	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A5GZF0|A34|a89_local_alignment_provisional	A5GZF0	UniProtKB	rhinovirus A34	185905	A34	UniProtKB unreviewed (TrEMBL)	2153	322	1091	1412	a89_local_alignment_provisional	provisional	1.0000	0.7290	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A5GZF5|A46|a89_local_alignment_provisional	A5GZF5	UniProtKB	rhinovirus A46	167324	A46	UniProtKB unreviewed (TrEMBL)	2164	321	1103	1423	a89_local_alignment_provisional	provisional	1.0000	0.6667	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A5GZF7|A28|a89_local_alignment_provisional	A5GZF7	UniProtKB	rhinovirus A28	147672	A28	UniProtKB unreviewed (TrEMBL)	2161	321	1100	1420	a89_local_alignment_provisional	provisional	1.0000	0.6792	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A7KC07|A12|a89_local_alignment_provisional	A7KC07	UniProtKB	rhinovirus A12	147684	A12	UniProtKB unreviewed (TrEMBL)	2155	320	1096	1415	a89_local_alignment_provisional	provisional	1.0000	0.6541	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A7KC10|A78|a89_local_alignment_provisional	A7KC10	UniProtKB	rhinovirus A78	147685	A78	UniProtKB unreviewed (TrEMBL)	2159	322	1097	1418	a89_local_alignment_provisional	provisional	1.0000	0.6906	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V439|A18|a89_local_alignment_provisional	B9V439	UniProtKB	rhinovirus A18	147674	A18	UniProtKB unreviewed (TrEMBL)	2153	322	1091	1412	a89_local_alignment_provisional	provisional	1.0000	0.7196	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V448|A32|a89_local_alignment_provisional	B9V448	UniProtKB	rhinovirus A32	185903	A32	UniProtKB unreviewed (TrEMBL)	2158	322	1096	1417	a89_local_alignment_provisional	provisional	1.0000	0.7445	0.0031	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V450|A40|a89_local_alignment_provisional	B9V450	UniProtKB	rhinovirus A40	185908	A40	UniProtKB unreviewed (TrEMBL)	2159	322	1097	1418	a89_local_alignment_provisional	provisional	1.0000	0.7259	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V460|A54|a89_local_alignment_provisional	B9V460	UniProtKB	rhinovirus A54	185914	A54	UniProtKB unreviewed (TrEMBL)	2158	322	1096	1417	a89_local_alignment_provisional	provisional	1.0000	0.7352	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V467|A63|a89_local_alignment_provisional	B9V467	UniProtKB	rhinovirus A63	185921	A63	UniProtKB unreviewed (TrEMBL)	2158	322	1096	1417	a89_local_alignment_provisional	provisional	1.0000	0.7227	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V468|A65|a89_local_alignment_provisional	B9V468	UniProtKB	rhinovirus A65	44135	A65	UniProtKB unreviewed (TrEMBL)	2165	321	1104	1424	a89_local_alignment_provisional	provisional	1.0000	0.6635	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V471|A68|a89_local_alignment_provisional	B9V471	UniProtKB	rhinovirus A68	185925	A68	UniProtKB unreviewed (TrEMBL)	2166	321	1105	1425	a89_local_alignment_provisional	provisional	1.0000	0.6572	0.0031	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V477|A80|a89_local_alignment_provisional	B9V477	UniProtKB	rhinovirus A80	185934	A80	UniProtKB unreviewed (TrEMBL)	2160	321	1100	1420	a89_local_alignment_provisional	provisional	1.0000	0.6500	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V487|A89|a89_local_alignment_provisional	B9V487	UniProtKB	Human rhinovirus 89	12132	A89	UniProtKB unreviewed (TrEMBL)	2164	321	1104	1424	a89_local_alignment_provisional	provisional	1.0000	0.9907	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V491|A95|a89_local_alignment_provisional	B9V491	UniProtKB	Human rhinovirus A95	185942	A95	UniProtKB unreviewed (TrEMBL)	2154	321	1093	1413	a89_local_alignment_provisional	provisional	1.0000	0.5919	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V4A1|A38|a89_local_alignment_provisional	B9V4A1	UniProtKB	rhinovirus A38	185906	A38	UniProtKB unreviewed (TrEMBL)	2159	322	1097	1418	a89_local_alignment_provisional	provisional	1.0000	0.7321	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V4A2|A64|a89_local_alignment_provisional	B9V4A2	UniProtKB	rhinovirus A64	185922	A64	UniProtKB unreviewed (TrEMBL)	2156	322	1094	1415	a89_local_alignment_provisional	provisional	1.0000	0.7539	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V4A4|A78|a89_local_alignment_provisional	B9V4A4	UniProtKB	rhinovirus A78	147685	A78	UniProtKB unreviewed (TrEMBL)	2159	322	1097	1418	a89_local_alignment_provisional	provisional	1.0000	0.6906	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
D2IW00|A101|a89_local_alignment_provisional	D2IW00	UniProtKB	rhinovirus A101	1219381	A101	UniProtKB unreviewed (TrEMBL)	2157	321	1096	1416	a89_local_alignment_provisional	provisional	1.0000	0.6792	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
D2IW01|ambiguous|a89_local_alignment_provisional	D2IW01	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2157	321	1096	1416	a89_local_alignment_provisional	provisional	1.0000	0.6792	0.0000	excluded	False		ambiguous_type_label	2026-08-21
E9LS22|ambiguous|a89_local_alignment_provisional	E9LS22	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2153	322	1091	1412	a89_local_alignment_provisional	provisional	1.0000	0.7601	0.0000	excluded	False		ambiguous_type_label	2026-08-21
F6M9Y2|ambiguous|a89_local_alignment_provisional	F6M9Y2	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2098	322	1096	1417	a89_local_alignment_provisional	provisional	1.0000	0.7227	0.0000	excluded	False		ambiguous_type_label	2026-08-21
F6N707|A103|a89_local_alignment_provisional	F6N707	UniProtKB	rhinovirus A103	1033850	A103	UniProtKB unreviewed (TrEMBL)	2168	321	1107	1427	a89_local_alignment_provisional	provisional	1.0000	0.6489	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
G5CZJ3|ambiguous|a89_local_alignment_provisional	G5CZJ3	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2157	322	1096	1417	a89_local_alignment_provisional	provisional	1.0000	0.7281	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G5D5D8|ambiguous|a89_local_alignment_provisional	G5D5D8	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2153	322	1091	1412	a89_local_alignment_provisional	provisional	1.0000	0.7508	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G5D5E3|ambiguous|a89_local_alignment_provisional	G5D5E3	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2151	322	1092	1413	a89_local_alignment_provisional	provisional	1.0000	0.7500	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G5DC72|ambiguous|a89_local_alignment_provisional	G5DC72	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2075	321	1101	1421	a89_local_alignment_provisional	provisional	1.0000	0.9595	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IJE1|ambiguous|a89_local_alignment_provisional	G8IJE1	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2155	322	1093	1414	a89_local_alignment_provisional	provisional	1.0000	0.7352	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IJE5|ambiguous|a89_local_alignment_provisional	G8IJE5	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2156	322	1098	1419	a89_local_alignment_provisional	provisional	1.0000	0.7290	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IJE6|ambiguous|a89_local_alignment_provisional	G8IJE6	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2150	322	1088	1409	a89_local_alignment_provisional	provisional	1.0000	0.7134	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IJG3|ambiguous|a89_local_alignment_provisional	G8IJG3	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2022	321	1105	1425	a89_local_alignment_provisional	provisional	1.0000	0.6667	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IJG4|ambiguous|a89_local_alignment_provisional	G8IJG4	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2096	322	1097	1418	a89_local_alignment_provisional	provisional	1.0000	0.7165	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IJG8|ambiguous|a89_local_alignment_provisional	G8IJG8	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2161	321	1101	1421	a89_local_alignment_provisional	provisional	1.0000	0.9595	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IQ66|ambiguous|a89_local_alignment_provisional	G8IQ66	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2108	321	1102	1422	a89_local_alignment_provisional	provisional	1.0000	0.9595	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IRN9|ambiguous|a89_local_alignment_provisional	G8IRN9	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2158	230	1096	1325	a89_local_alignment_provisional	provisional	0.7165	0.7870	0.0000	excluded	False		length_outside_285_360;ambiguous_type_label;weak_A89_alignment	2026-08-21
G8IRP1|ambiguous|a89_local_alignment_provisional	G8IRP1	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2157	322	1095	1416	a89_local_alignment_provisional	provisional	1.0000	0.7445	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IRP3|ambiguous|a89_local_alignment_provisional	G8IRP3	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2149	322	1087	1408	a89_local_alignment_provisional	provisional	1.0000	0.7196	0.0000	excluded	False		ambiguous_type_label	2026-08-21
I2CMJ0|ambiguous|a89_local_alignment_provisional	I2CMJ0	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2075	288	1136	1423	a89_local_alignment_provisional	provisional	0.8972	0.6561	0.0000	excluded	False		ambiguous_type_label;weak_A89_alignment	2026-08-21
A0A0F6YEK3|A1B|a89_local_alignment_provisional	A0A0F6YEK3	UniProtKB	Human rhinovirus 1B	2777147	A1B	UniProtKB unreviewed (TrEMBL)	2157	322	1095	1416	a89_local_alignment_provisional	provisional	1.0000	0.7445	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A0A0F6YG53|A1B|a89_local_alignment_provisional	A0A0F6YG53	UniProtKB	Human rhinovirus 1B	2777147	A1B	UniProtKB unreviewed (TrEMBL)	2157	322	1095	1416	a89_local_alignment_provisional	provisional	1.0000	0.7477	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A0A1L1YP56|A21|a89_local_alignment_provisional	A0A1L1YP56	UniProtKB	rhinovirus A21	44128	A21	UniProtKB unreviewed (TrEMBL)	2157	322	1095	1416	a89_local_alignment_provisional	provisional	1.0000	0.7383	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A0A1L1YPA9|ambiguous|a89_local_alignment_provisional	A0A1L1YPA9	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2157	322	1095	1416	a89_local_alignment_provisional	provisional	1.0000	0.7383	0.0000	excluded	False		ambiguous_type_label	2026-08-21
A0A1W5RRV7|A101|a89_local_alignment_provisional	A0A1W5RRV7	UniProtKB	rhinovirus A101	1219381	A101	UniProtKB unreviewed (TrEMBL)	2158	321	1097	1417	a89_local_alignment_provisional	provisional	1.0000	0.6792	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A5GZF1|A76|a89_local_alignment_provisional	A5GZF1	UniProtKB	rhinovirus A76	185931	A76	UniProtKB unreviewed (TrEMBL)	2155	322	1093	1414	a89_local_alignment_provisional	provisional	1.0000	0.7469	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A5GZF8|A82|a89_local_alignment_provisional	A5GZF8	UniProtKB	rhinovirus A82	167322	A82	UniProtKB unreviewed (TrEMBL)	2155	322	1093	1414	a89_local_alignment_provisional	provisional	1.0000	0.7414	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
A7KC06|A11|a89_local_alignment_provisional	A7KC06	UniProtKB	rhinovirus A11	39767	A11	UniProtKB unreviewed (TrEMBL)	2153	322	1091	1412	a89_local_alignment_provisional	provisional	1.0000	0.7344	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V434|A8|a89_local_alignment_provisional	B9V434	UniProtKB	rhinovirus A8	185890	A8	UniProtKB unreviewed (TrEMBL)	2154	321	1093	1413	a89_local_alignment_provisional	provisional	1.0000	0.5919	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V442|A21|a89_local_alignment_provisional	B9V442	UniProtKB	rhinovirus A21	44128	A21	UniProtKB unreviewed (TrEMBL)	2157	322	1095	1416	a89_local_alignment_provisional	provisional	1.0000	0.7414	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V443|A22|a89_local_alignment_provisional	B9V443	UniProtKB	rhinovirus A22	185896	A22	UniProtKB unreviewed (TrEMBL)	2156	322	1094	1415	a89_local_alignment_provisional	provisional	1.0000	0.7570	0.0124	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V453|A45|a89_local_alignment_provisional	B9V453	UniProtKB	rhinovirus A45	147676	A45	UniProtKB unreviewed (TrEMBL)	2152	321	1091	1411	a89_local_alignment_provisional	provisional	1.0000	0.5607	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V454|A47|a89_local_alignment_provisional	B9V454	UniProtKB	rhinovirus A47	185911	A47	UniProtKB unreviewed (TrEMBL)	2157	322	1095	1416	a89_local_alignment_provisional	provisional	1.0000	0.7290	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V457|A51|a89_local_alignment_provisional	B9V457	UniProtKB	rhinovirus A51	185912	A51	UniProtKB unreviewed (TrEMBL)	2165	321	1104	1424	a89_local_alignment_provisional	provisional	1.0000	0.6698	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V461|A56|a89_local_alignment_provisional	B9V461	UniProtKB	rhinovirus A56	185916	A56	UniProtKB unreviewed (TrEMBL)	2158	322	1096	1417	a89_local_alignment_provisional	provisional	1.0000	0.7352	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V464|A60|a89_local_alignment_provisional	B9V464	UniProtKB	rhinovirus A60	185919	A60	UniProtKB unreviewed (TrEMBL)	2159	322	1097	1418	a89_local_alignment_provisional	provisional	1.0000	0.7383	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V473|A71|a89_local_alignment_provisional	B9V473	UniProtKB	rhinovirus A71	185927	A71	UniProtKB unreviewed (TrEMBL)	2164	321	1103	1423	a89_local_alignment_provisional	provisional	1.0000	0.6792	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V475|A77|a89_local_alignment_provisional	B9V475	UniProtKB	rhinovirus A77	185932	A77	UniProtKB unreviewed (TrEMBL)	2158	322	1096	1417	a89_local_alignment_provisional	provisional	1.0000	0.7196	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V479|A81|a89_local_alignment_provisional	B9V479	UniProtKB	Rhinovirus A81	185935	A81	UniProtKB unreviewed (TrEMBL)	2153	322	1091	1412	a89_local_alignment_provisional	provisional	1.0000	0.7601	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V484|A85|a89_local_alignment_provisional	B9V484	UniProtKB	rhinovirus A85	185937	A85	UniProtKB unreviewed (TrEMBL)	2159	322	1097	1418	a89_local_alignment_provisional	provisional	1.0000	0.7259	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V488|A90|a89_local_alignment_provisional	B9V488	UniProtKB	rhinovirus A90	185940	A90	UniProtKB unreviewed (TrEMBL)	2153	322	1091	1412	a89_local_alignment_provisional	provisional	1.0000	0.7250	0.0031	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V496|A100|a89_local_alignment_provisional	B9V496	UniProtKB	rhinovirus A100	185946	A100	UniProtKB unreviewed (TrEMBL)	2160	322	1098	1419	a89_local_alignment_provisional	provisional	1.0000	0.7134	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
B9V4B1|A24|a89_local_alignment_provisional	B9V4B1	UniProtKB	rhinovirus A24	185897	A24	UniProtKB unreviewed (TrEMBL)	2154	322	1092	1413	a89_local_alignment_provisional	provisional	1.0000	0.7531	0.0000	complete_2C	True	traceable_2C_sequence		2026-08-21
E9LS21|ambiguous|a89_local_alignment_provisional	E9LS21	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2155	320	1096	1415	a89_local_alignment_provisional	provisional	1.0000	0.6509	0.0000	excluded	False		ambiguous_type_label	2026-08-21
F6M9X6|ambiguous|a89_local_alignment_provisional	F6M9X6	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2153	322	1091	1412	a89_local_alignment_provisional	provisional	1.0000	0.7290	0.0000	excluded	False		ambiguous_type_label	2026-08-21
F6M9X7|ambiguous|a89_local_alignment_provisional	F6M9X7	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2161	321	1101	1421	a89_local_alignment_provisional	provisional	1.0000	0.9657	0.0000	excluded	False		ambiguous_type_label	2026-08-21
F6M9Y7|ambiguous|a89_local_alignment_provisional	F6M9Y7	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2133	322	1125	1446	a89_local_alignment_provisional	provisional	1.0000	0.7259	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G5CZJ9|ambiguous|a89_local_alignment_provisional	G5CZJ9	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2146	322	1097	1418	a89_local_alignment_provisional	provisional	1.0000	0.7352	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G5D5D6|ambiguous|a89_local_alignment_provisional	G5D5D6	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2153	322	1091	1412	a89_local_alignment_provisional	provisional	1.0000	0.7259	0.0000	excluded	False		ambiguous_type_label	2026-08-21
